LINE,EAST,NRTH,Bx,By,Bz,Bm
         06,-750.000000,-300.000000,0.365483,-1.508613,0.206708,-1.555092
         06,-750.000000,-350.000000,0.541956,-1.334365,0.284721,-1.466828
         06,-750.000000,-400.000000,0.675330,-1.151750,0.342646,-1.352814
         06,-750.000000,-450.000000,0.768583,-0.970421,0.382051,-1.223259
         06,-750.000000,-500.000000,0.826513,-0.797692,0.405309,-1.086962
         06,-750.000000,-550.000000,0.854824,-0.638535,0.415160,-0.950920
         06,-750.000000,-600.000000,0.859388,-0.495836,0.414379,-0.820264
         06,-750.000000,-650.000000,0.845746,-0.370800,0.405546,-0.698424
         06,-750.000000,-700.000000,0.818802,-0.263383,0.390923,-0.587404
         06,-750.000000,-750.000000,0.782696,-0.172695,0.372395,-0.488101
         06,-750.000000,-800.000000,0.740780,-0.097330,0.351479,-0.400607
         06,-750.000000,-850.000000,0.695676,-0.035625,0.329345,-0.324469
         06,-750.000000,-900.000000,0.649365,0.014161,0.306871,-0.258896
         06,-750.000000,-950.000000,0.603295,0.053722,0.284691,-0.202917
         06,-750.000000,-1000.000000,0.558479,0.084635,0.263242,-0.155491
         07,-700.000000,1000.000000,-0.649167,0.699404,-0.307715,0.919333
         07,-700.000000,950.000000,-0.735626,0.734248,-0.349048,0.987878
         07,-700.000000,900.000000,-0.833366,0.766019,-0.395847,1.058329
         07,-700.000000,850.000000,-0.943329,0.792760,-0.448591,1.129275
         07,-700.000000,800.000000,-1.066250,0.811959,-0.507670,1.198708
         07,-700.000000,750.000000,-1.202499,0.820477,-0.573308,1.263884
         07,-700.000000,700.000000,-1.351854,0.814486,-0.645454,1.321181
         07,-700.000000,650.000000,-1.513230,0.789472,-0.723648,1.365975
         07,-700.000000,600.000000,-1.684330,0.740322,-0.806853,1.392580
         07,-700.000000,550.000000,-1.861274,0.661546,-0.893260,1.394295
         07,-700.000000,500.000000,-2.038222,0.547701,-0.980091,1.363636
         07,-700.000000,450.000000,-2.207098,0.394041,-1.063445,1.292811
         07,-700.000000,400.000000,-2.357507,0.197426,-1.138225,1.174527
         07,-700.000000,350.000000,-2.477026,-0.042578,-1.198250,1.003125
         07,-700.000000,300.000000,-2.551981,-0.322532,-1.236617,0.775980
         07,-700.000000,250.000000,-2.568815,-0.634172,-1.246371,0.494962
